1;JANDARK 5 MG 56 FILM KAPLI TABLET;L04AA29;tofacitinib;ILKO ILAÇ SAN. VE TIC. A.S.;Normal
2412;ENCEF 300 MG 20 KAPSUL;J01DD15;cefdinir;DEVA HOLDING A.S.;Normal
2413;ENCEF 600 MG FILM KAPLI TABLET ( 10 TABLET);J01DD15;cefdinir;DEVA HOLDING A.S.;Normal
2414;ENDOL 100 MG 10 SUPOZITUAR;M01AB01;indometacin;DEVA HOLDING A.S.;Normal
2415;ENDOL 25 MG 25 KAPSUL;M01AB01;indometacin;DEVA HOLDING A.S.;Normal
2416;ENDOXAN  50 MG KAPLI TABLET (50 TABLET);L01AA01;cyclophosphamide;EIP ECZACIBASI ILAÇ PAZARLAMA A.S.;Normal
2417;ENDOXAN 1G IV INFUZYONLUK COZELTI TOZU ICEREN FLAKON;L01AA01;cyclophosphamide;EIP ECZACIBASI ILAÇ PAZARLAMA A.S.;Normal
2418;ENDOXAN 500 MG IV INFUZYONLUK COZELTI TOZU ICEREN FLAKON;L01AA01;cyclophosphamide;EIP ECZACIBASI ILAÇ PAZARLAMA A.S.;Normal
2419;ENEAS 10/20 MG 30 TABLET;C09BB06;enalapril and nitrendipine;INNOGENS ILAÇ SANAYI VE TICARET A.S.;Normal
2420;ENFEROX 125 MG SUDA DAGILABILEN TABLET (28 TABLET);V03AC03;deferasirox;ILKO ILAÇ SAN. VE TIC. A.S.;Normal
2421;ENFEROX 250 MG SUDA DAGILABILEN TABLET (28 TABLET);V03AC03;deferasirox;ILKO ILAÇ SAN. VE TIC. A.S.;Normal
2422;ENFEROX 500 MG SUDA DAGILABILEN TABLET (28 TABLET);V03AC03;deferasirox;ILKO ILAÇ SAN. VE TIC. A.S.;Normal
2423;ENFEROX EASY 360 MG FILM KAPLI TABLET (30 FILM KAPLI TABLET);V03AC03;deferasirox;ILKO ILAÇ SAN. VE TIC. A.S.;Normal
2424;ENFEROXEASY 180 MG FILM KAPLI TABLET (30 FILM KAPLI TABLET);V03AC03;deferasirox;ILKO ILAÇ SAN. VE TIC. A.S.;Normal
2425;ENFEROXEASY 90 MG FILM KAPLI TABLET (30 FILM KAPLI TABLET);V03AC03;deferasirox;ILKO ILAÇ SAN. VE TIC. A.S.;Normal
2426;ENFEXIA 250 MG 10 TABLET;J01DC02;cefuroxime;BILIM ILAÇ SANAYII VE TICARET A.S.;Normal
2427;ENFEXIA 500 MG 10 TABLET;J01DC02;cefuroxime;BILIM ILAÇ SANAYII VE TICARET A.S.;Normal
2428;ENFEXIA 500 MG 14 TABLET;J01DC02;cefuroxime;BILIM ILAÇ SANAYII VE TICARET A.S.;Normal
2429;ENFEXIA 500 MG 20 TABLET;J01DC02;cefuroxime;BILIM ILAÇ SANAYII VE TICARET A.S.;Normal
2430;ENFLUAT %0,4 STERIL GOZ DAMLASI 5 ML;S01BC05;ketorolac;BIEM ILAÇ SAN. VE TIC. A.S.;Normal
2431;ENFLUVIR 12 MG/ML ORAL SUSPANSIYON ICIN TOZ;J05AH02;oseltamivir;ATABAY KIMYA SANAYI VE TIC. A.S.;Normal
2432;ENFLUVIR 75 MG 10 KAPSUL;J05AH02;oseltamivir;ATABAY KIMYA SANAYI VE TIC. A.S.;Normal
2433;ENGERIX-B 20 MCG/ 1ML 1 ENJEKTOR;J07BC01;hepatitis b, purified antigen;GLAXOSMITHKLINE ILAÇLARI SAN. VE TIC. A.S.;Normal
2434;ENGERIX-B PEDIATRIC DOZ 10 MCG/0,5ML 1 ENJEKTOR;J07BC01;hepatitis b, purified antigen;GLAXOSMITHKLINE ILAÇLARI SAN. VE TIC. A.S.;Normal
2435;ENIT 10 MG/20 MG 30 TABLET;C09BB06;enalapril and nitrendipine;ADEKA ILAÇ SANAYI VE TICARET A.S.;Normal
2437;ENORNO 365 MG EFERVESAN TABLET (30 ADET);A12CC10;magnesium oxide;SANTA FARMA ILAÇ SAN. A.S.;Normal
2438;ENOX 2000 ANTI-XA IU/0,2 ML KULL.HAZIR ENJEKTOR;B01AB05;enoxaparin;ATABAY KIMYA SANAYI VE TIC. A.S.;Normal
2439;ENOX 4000 ANTI-XA IU/0,4 ML 10 KULLANIMA HAZIR ENJEKTOR;B01AB05;enoxaparin;ATABAY KIMYA SANAYI VE TIC. A.S.;Normal
2440;ENOX 6000 ANTI-XA IU/0,6 ML 2 KULLANIMA HAZIR ENJEKTOR;B01AB05;enoxaparin;ATABAY KIMYA SANAYI VE TIC. A.S.;Normal
2441;ENOX 8000 ANTI-XA IU/0,8 ML 2 KULLANIMA HAZIR ENJEKTOR;B01AB05;enoxaparin;ATABAY KIMYA SANAYI VE TIC. A.S.;Normal
2456;ENTYVIO 300 MG INFUZYONLUK COZELTI KONSANTRESI ICIN TOZ (1 FLAKON);L04AA33;vedolizumab;TAKEDA ILAÇ SAGLIK SANAYI TICARET LTD.STI.;Normal
2457;ENZAFLU 75 MG SERT KAPSUL (10 KAPSUL);J05AH02;oseltamivir;ABDI IBRAHIM ILAÇ SANAYI VE TICARET A.S;Normal
2458;ENZOFEN  % 2 VAJINAL KREM;G01AF12;fenticonazole;WORLD MEDICINE ILAÇ SAN. VE TIC. A.S.;Normal
2459;ENZOFEN 600 MG OVUL (2 OVUL);G01AF12;fenticonazole;WORLD MEDICINE ILAÇ SAN. VE TIC. A.S.;Normal
2460;EPAMOR 20 MG/2 ML ENJEKSIYONLUK COZELTI (5 AMPUL);N04BC07;apomorphine;GEN ILAÇ VE SAGLIK ÜRÜNLERI SAN.VE TIC. A.S.;Normal
2461;EPAMOR 30 MG/3ML ENJEKSIYONLUK ÇÖZELTI (5 KARTUS);N04BC07;apomorphine;GEN ILAÇ VE SAGLIK ÜRÜNLERI SAN.VE TIC. A.S.;Normal
2462;EPAMOR 50 MG/5 ML ENJEKSIYONLUK COZELTI (5 AMPUL);N04BC07;apomorphine;GEN ILAÇ VE SAGLIK ÜRÜNLERI SAN.VE TIC. A.S.;Normal
2463;EPANUTIN 100 MG 100 KAPSUL;N03AB02;phenytoin;VIATRIS ILAÇLARI LIMITED SIRKETI;Normal
2464;EPDANTOIN 100 MG 100 TABLET;N03AB02;phenytoin;EXELTIS ILAÇ SANAYII VE TICARET ANONIM SIRKETI;Normal
2465;EPILEM 500 MG/5 ML KONSANTRE INF. COZ. ICEREN 10 FLAKON;N03AX14;levetiracetam;VEM ILAÇ SAN. VE TIC. ANONIM SIRKETI;Normal
2466;EPIRITU 10 MG/5 ML IV INTRAVESIKAL INF. ICIN KONSANTRE COZELTI ICEREN 1 FLAKON;L01DB03;epirubicin;ONKO ILAÇ SAN. VE TIC. A.S.;Normal
2467;EPIRITU 50 MG/25 ML IV INTRAVEZIKAL INFUZYON ICIN KONSANTRE COZELTI ICEREN 1 FLAKON;L01DB03;epirubicin;ONKO ILAÇ SAN. VE TIC. A.S.;Normal
2468;EPIRUBICIN KOCAK 100 MG/50 ML IV INF. HAZIRLAMAK ICIN KONSANTRE COZELTI ICEREN FLAKON;L01DB03;epirubicin;KOÇAK FARMA ILAÇ VE KIMYA SANAYI A.S.;Normal
2469;EPITAM 1000 MG 50 FILM TABLET;N03AX14;levetiracetam;ALI RAIF ILAÇ SANAYI A.S.;Normal
2470;EPITAM 250 MG 50 FILM TABLET;N03AX14;levetiracetam;ALI RAIF ILAÇ SANAYI A.S.;Normal
2471;EPITAM 500 MG 50 FILM TABLET;N03AX14;levetiracetam;ALI RAIF ILAÇ SANAYI A.S.;Normal
2472;EPITAM XR 500 MG 50 FILM KAPLI TABLET;N03AX14;levetiracetam;ALI RAIF ILAÇ SANAYI A.S.;Normal
2473;EPITAM XR 750 MG 50 FILM KAPLI  TABLET;N03AX14;levetiracetam;ALI RAIF ILAÇ SANAYI A.S.;Normal
2474;EPITOIN 250 MG/5 ML ENJ. SOLUSYON ICEREN AMPUL;N03AB02;phenytoin;VEM ILAÇ SAN. VE TIC. ANONIM SIRKETI;Normal
2475;EPIVIR 150 MG 60 TABLET;J05AF05;lamivudine;GLAXOSMITHKLINE ILAÇLARI SAN. VE TIC. A.S.;Normal
2476;EPIVIR 240 ML ORAL SOLUSYON;J05AF05;lamivudine;GLAXOSMITHKLINE ILAÇLARI SAN. VE TIC. A.S.;Normal
2477;EPIXX  100 MG/ML ORAL COZELTI 150 ML + 1ML ENJEKTOR;N03AX14;levetiracetam;ABDI IBRAHIM ILAÇ SANAYI VE TICARET A.S;Normal
2478;EPIXX  100 MG/ML ORAL COZELTI 150 ML + 3ML ENJEKTOR;N03AX14;levetiracetam;ABDI IBRAHIM ILAÇ SANAYI VE TICARET A.S;Normal
2479;EPIXX 100 MG/ML ORAL SOLUSYON 300 ML;N03AX14;levetiracetam;ABDI IBRAHIM ILAÇ SANAYI VE TICARET A.S;Normal
2480;EPIXX 1000 MG 50 FILM TABLET;N03AX14;levetiracetam;ABDI IBRAHIM ILAÇ SANAYI VE TICARET A.S;Normal
2481;EPIXX 250 MG 50 FILM TABLET;N03AX14;levetiracetam;ABDI IBRAHIM ILAÇ SANAYI VE TICARET A.S;Normal
2482;EPIXX 500 MG 50 FILM TABLET;N03AX14;levetiracetam;ABDI IBRAHIM ILAÇ SANAYI VE TICARET A.S;Normal
2483;EPIXX 750 MG 50 FILM TABLET;N03AX14;levetiracetam;ABDI IBRAHIM ILAÇ SANAYI VE TICARET A.S;Normal
2484;EPIXX XR 500 MG 50 FILM TABLET;N03AX14;levetiracetam;ABDI IBRAHIM ILAÇ SANAYI VE TICARET A.S;Normal
2485;EPIXX XR 750 MG 50 FILM TABLET;N03AX14;levetiracetam;ABDI IBRAHIM ILAÇ SANAYI VE TICARET A.S;Normal
2486;EPIZONYA 100 MG KAPSUL (100 KAPSUL);N03AX15;zonisamide;LIBA LABORATUARLARI A.S.;Normal
2487;EPLEDAY 25 MG 30 FILM TABLET;C03DA04;eplerenone;NEUTEC ILAÇ SAN. TIC. A.S.;Normal
2488;EPOBEL 4000 IU/0,4 ML IV STERIL 6 KULLANIMA HAZ. ENJ.;B03XA01;erythropoietin;NOBEL ILAÇ PAZARLAMA VE SANAYII LTD. STI.;Normal
2489;EPOBEL 5000 IU/0,5 ML IV STERIL 6 KULLANIMA HAZ. ENJ.;B03XA01;erythropoietin;NOBEL ILAÇ PAZARLAMA VE SANAYII LTD. STI.;Normal
2490;EPORON 10000 IU/1,0 ML KULLANIMA HAZIR 5 ENJEKTOR;B03XA01;erythropoietin;DEM ILAÇ SAN. VE TIC. A.S.;Normal
2491;EPORON 4000 IU/0,4 ML KULLANIMA HAZIR 6 ENJEKTOR;B03XA01;erythropoietin;DEM ILAÇ SAN. VE TIC. A.S.;Normal
2492;"EPOSTIN % 0,05 OFTALMIK EMULSIYON ICEREN TEK DOZLUK 30 FLAKON ";S01XA18;ciclosporin;VEM ILAÇ SAN. VE TIC. ANONIM SIRKETI;Normal
2493;EQICEFT- IM 1000 MG 1 FLAKON;J01DD04;ceftriaxone;TÜM - EKIP ILAÇ A.S;Normal
2494;EQICEFT- IM 500 MG 1 FLAKON;J01DD04;ceftriaxone;TÜM - EKIP ILAÇ A.S;Normal
2495;EQICEFT- IV 1000 MG 1 FLAKON;J01DD04;ceftriaxone;TÜM - EKIP ILAÇ A.S;Normal
2496;EQICEFT- IV 500 MG 1 FLAKON;J01DD04;ceftriaxone;TÜM - EKIP ILAÇ A.S;Normal
2497;EQITAX 0,5 GR IM/IV ENJ.TOZ ICEREN 1 FLAKON;J01DD01;cefotaxime;TÜM - EKIP ILAÇ A.S;Normal
2498;EQITAX 1 GR IM/IV ENJ.TOZ ICEREN 15 ML 1 FLAKON+ 4 ML COZ. AMPUL;J01DD01;cefotaxime;TÜM - EKIP ILAÇ A.S;Normal
2499;EQIZOLIN- IM 1000 MG 1 FLAKON;J01DB04;cefazolin;TÜM - EKIP ILAÇ A.S;Normal
2500;EQIZOLIN- IM/IV 1000 MG 1 FLAKON;J01DB04;cefazolin;TÜM - EKIP ILAÇ A.S;Normal
2501;EQIZOLIN- IM/IV 500 MG 1 FLAKON;J01DB04;cefazolin;TÜM - EKIP ILAÇ A.S;Normal
2502;ERAXIS 100 MG INF. COZ. ICIN TOZ ICEREN 1 FLAKON VE COZUCU;J02AX06;anidulafungin;PFIZER PFE ILAÇLARI ANONIM SIRKETI;Normal
2503;ERBINOL 250 MG TABLET (14 TABLET);D01BA02;terbinafine;WORLD MEDICINE ILAÇ SAN. VE TIC. A.S.;Normal
2504;ERBITUX 100 MG/20 ML IV INFUZYON ICIN COZELTI ICEREN 1 FLAKON;L01FE01;cetuximab;MERCK ILAÇ ECZA VE KIMYA TIC. A.S.;Normal
2505;ERBITUX 500 MG/100 ML IV INFUZYON ICIN COZELTI ICEREN 1 FLAKON;L01FE01;cetuximab;MERCK ILAÇ ECZA VE KIMYA TIC. A.S.;Normal
2506;ERDOBIL 175 MG/5 ML ORAL SUSPANSIYON HAZIRLAMAK ICIN TOZ (100 ML);R05CB15;erdosteine;BILIM ILAÇ SANAYII VE TICARET A.S.;Normal
2507;ERDOBIL 175 MG/5 ML ORAL SUSPANSIYON HAZIRLAMAK ICIN TOZ (200 ML);R05CB15;erdosteine;BILIM ILAÇ SANAYII VE TICARET A.S.;Normal
2508;ERDOBIL 300 MG SERT KAPSUL (20 KAPSUL);R05CB15;erdosteine;BILIM ILAÇ SANAYII VE TICARET A.S.;Normal
2509;ERDOSTIN 175 MG /5 ML SUSPANSIYON ICIN KURU TOZ, 100 ML;R05CB15;erdosteine;SANDOZ ILAÇ SANAYI VE TICARET A.S.;Normal
2510;"ERDOSTIN 175 MG /5 ML SUSPANSIYON ICIN KURU TOZ, 200 ML ";R05CB15;erdosteine;SANDOZ ILAÇ SANAYI VE TICARET A.S.;Normal
2511;ERDOSTIN 300 MG 20 KAPSUL;R05CB15;erdosteine;SANDOZ ILAÇ SANAYI VE TICARET A.S.;Normal
2512;ERELZI 50 MG/1 ML ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR KALEM;L04AB01;etanercept;SANDOZ ILAÇ SANAYI VE TICARET A.S.;Normal
2513;ERGAFEIN 150 MG 20 DRAJE;N02CA52;ergotamine, combinations excl. psycholeptics;I.E. ULAGAY ILAÇ SANAYII TÜRK A.S.;Normal
2514;ERITRETIN 30 GR JEL;D10AD51;tretinoin, combinations;LABORATOIRES BAILLEUL ILAÇ SANAYI VE TICARET A.S.;Normal
2515;ERIVEDGE 150 MG SERT KAPSUL;L01XJ01;vismodegib;ROCHE MÜSTAHZARLARI SANAYI ANONIM SIRKETI;Normal
2516;ERLEADA 60 MG FILM KAPLI TABLET (120 TABLET);L02BB05;apalutamide;JOHNSON AND JOHNSON SIHHI MAL. SAN. VE TIC. LTD. STI.;Normal
2517;ERTES 72 1,5 MG 1 TABLET;G03AD01;levonorgestrel;EXELTIS ILAÇ SANAYII VE TICARET ANONIM SIRKETI;Normal
2518;ERTINOB 100 MG 30 FILM TABLET;L01EB02;erlotinib;NOBEL ILAÇ SAN. VE TIC. A.S.;Normal
2519;ERTINOB 150 MG 30 FILM TABLET;L01EB02;erlotinib;NOBEL ILAÇ SAN. VE TIC. A.S.;Normal
2520;ESBRIET 267 MG FILM KAPLI TABLET (90 TABLET);L04AX05;pirfenidone;ROCHE MÜSTAHZARLARI SANAYI ANONIM SIRKETI;Normal
2521;ESBRIET 801 MG FILM KAPLI TABLET (90 TABLET);L04AX05;pirfenidone;ROCHE MÜSTAHZARLARI SANAYI ANONIM SIRKETI;Normal
2522;ESEMEPROL 40 MG IV INFUZYON / ENJEKSIYON ICIN LIYOFILIZE TOZ ICEREN 1 FLAKON;A02BC05;esomeprazole;CENTURION ILAÇ SANAYI VE TICARET ANONIM SIRKETI;Normal
2523;ESLOREX 10 MG 28 FILM TABLET;N06AB10;escitalopram;SANOFI ILAÇ SANAYI ve TIC. A.S.;Normal
2524;ESLOTIN 2.5 MG/5 ML SURUP (150 ML);R06AX27;desloratadine;WORLD MEDICINE ILAÇ SAN. VE TIC. A.S.;Normal
2525;ESLOTIN 5 MG 10 FILM TABLET;R06AX27;desloratadine;WORLD MEDICINE ILAÇ SAN. VE TIC. A.S.;Normal
2526;ESMAX 10 MG 28 FILM TABLET;N06AB10;escitalopram;ALI RAIF ILAÇ SANAYI A.S.;Normal
2527;ESMAX 10 MG 56 FILM TABLET;N06AB10;escitalopram;ALI RAIF ILAÇ SANAYI A.S.;Normal
2528;ESMAX 20 MG 28 FILM TABLET;N06AB10;escitalopram;ALI RAIF ILAÇ SANAYI A.S.;Normal
2529;ESMAX 20 MG 56 FILM TABLET;N06AB10;escitalopram;ALI RAIF ILAÇ SANAYI A.S.;Normal
2530;ESMERON 50 MG/5 ML IV ENJEKSIYON ICIN SOLUSYON ICEREN 10 FLAKON;M03AC09;rocuronium bromide;MERCK SHARP DOHME ILAÇLARI LTD. STI.;Normal
2531;ESMOBLOC  10 MG / ML IV INF. ICIN COZELTI (250 ML SETSIZ);C07AB09;esmolol;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
2532;ESOBLOK 40 MG IV ENJEKSIYON VE INFUZYON ICIN TOZ ICEREN 1 FLAKON;A02BC05;esomeprazole;DEVA HOLDING A.S.;Normal
2533;ESODAX 400 MG 14 FILM TABLET;M01AB08;etodolac;BIOFARMA ILAÇ SANAYI VE TICARET A.S.;Normal
2534;ESOM 40 MG 28 ENTERIK KAPLI MIKROPELLET KAPSUL;A02BC05;esomeprazole;NOBEL ILAÇ SAN. VE TIC. A.S.;Normal
2535;ESOPRAL 40 MG 28 KAPSUL;A02BC05;esomeprazole;TERRA ILAÇ VE KIMYA SAN. TIC. A.S.;Normal
2536;ESOPRO 40 MG 28 KAPSUL;A02BC05;esomeprazole;ABDI IBRAHIM ILAÇ SANAYI VE TICARET A.S;Normal
2537;ESPEROCT 1000 IU ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU (1 FLAKON);B02BD02;"coagulation factor VIII ";NOVO NORDISK SAGLIK ÜRÜNLERI TIC. LTD. STI.;Turuncu
2538;ESPEROCT 1500 IU ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU (1 FLAKON);B02BD02;"coagulation factor VIII ";NOVO NORDISK SAGLIK ÜRÜNLERI TIC. LTD. STI.;Turuncu
2539;ESPEROCT 2000 IU ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU (1 FLAKON);B02BD02;"coagulation factor VIII ";NOVO NORDISK SAGLIK ÜRÜNLERI TIC. LTD. STI.;Turuncu
2540;ESPEROCT 3000 IU ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU (1 FLAKON);B02BD02;"coagulation factor VIII ";NOVO NORDISK SAGLIK ÜRÜNLERI TIC. LTD. STI.;Turuncu
2541;ESPEROCT 500 IU ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU (1 FLAKON);B02BD02;"coagulation factor VIII ";NOVO NORDISK SAGLIK ÜRÜNLERI TIC. LTD. STI.;Turuncu
2542;ESPLUS 10 MG 28 FILM TABLET;N06AB10;escitalopram;NEUTEC ILAÇ SAN. TIC. A.S.;Normal
2543;ESPLUS 20 MG 28 FILM TABLET;N06AB10;escitalopram;NEUTEC ILAÇ SAN. TIC. A.S.;Normal
2544;ESPOVIL 40 MG IV ENJEKSIYON VE INFUZYON ICIN LIYOFILIZE TOZ ICEREN FLAKON (1 FLAKON);A02BC05;esomeprazole;WORLD MEDICINE ILAÇ SAN. VE TIC. A.S.;Normal
2545;ESRAM 10 MG 28 TABLET;N06AB10;escitalopram;NOBEL ILAÇ SAN. VE TIC. A.S.;Normal
2546;ESRAM 20 MG 28 TABLET;N06AB10;escitalopram;NOBEL ILAÇ SAN. VE TIC. A.S.;Normal
2547;ESSIUM 40MG IV ENJEKSIYONLUK/INFUZYONLUK COZELTI HAZIRLAMAK ICIN TOZ (1 FLAKON);A02BC05;esomeprazole;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
2548;"ESTEREBAN 30 MG/3 ML S.C. ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR ENJEKTOR (1 ADET) ";B06AC02;icatibant;AROMA ILAÇ SAN.LTD.STI.;Normal
2549;ESTRACYT 140 MG 100 KAPSUL;L01XX11;estramustine;PFIZER PFE ILAÇLARI ANONIM SIRKETI;Normal
2550;ESTRIOL 1 MG 50 GR VAJINAL KREM;G03CA04;estriol;ASSOS ILAÇ KIMYA GIDA ÜRÜNLERI ÜRETIM VE TIC. A.S.;Normal
2551;ESTROFEM 2 MG 28 TABLET;G03CA03;estradiol;NOVO NORDISK SAGLIK ÜRÜNLERI TIC. LTD. STI.;Normal
2552;ETACID %0,05 BURUN SPREYI, SUSPANSIYON (140 DOZ);R01AD09;mometasone;WORLD MEDICINE ILAÇ SAN. VE TIC. A.S.;Normal
2553;ETAMIVIR 75 MG SERT KAPSUL (10 KAPSUL);J05AH02;oseltamivir;TEBEM ILAÇ SANAYI TURIZM VE TICARET ANONIM SIRKETI;Normal
2554;ETINIB 150 MG FILM KAPLI TABLET (30 Tablet);L01EB02;erlotinib;ATABAY KIMYA SANAYI VE TIC. A.S.;Normal
2555;ETKINIA 1 MG 30 TABLET;N04BD02;rasagiline;SANTA FARMA ILAÇ SAN. A.S.;Normal
2556;ETNA COMBO 100 MG/ 8 MG 14 TABLET;M03BX55;thiocolchicoside, combinations;GENVEON ILAÇ SANAYI VE TICARET A.S.;Normal
2557;"ETOFAST 1 GR/2 ML IM ENJEKSIYONLUK COZELTI ";M01AG;Fenamates;ADEKA ILAÇ SANAYI VE TICARET A.S.;Normal
2558;ETOL FORT 400 MG 14 FILM TABLET;M01AB08;etodolac;NOBEL ILAÇ SAN. VE TIC. A.S.;Normal
2559;ETOL SR 600 MG 10 UZATILMIS SALIMLI TABLET;M01AB08;etodolac;NOBEL ILAÇ SAN. VE TIC. A.S.;Normal
2560;ETOLAX 500 MG/8 MG 14 FILM TABLET;M03BX55;thiocolchicoside, combinations;NOBEL ILAÇ SAN. VE TIC. A.S.;Normal
2561;ETOPEX 100 MG/5 ML IV INF. ICIN KON.COZ.ICEREN FLAKON;L01CB01;etoposide;DEVA HOLDING A.S.;Normal
2562;ETOSID 100MG/5 ML IV INF. ICIN KON. SOLUSYON ICEREN 1 FLAKON;L01CB01;etoposide;KOÇAK FARMA ILAÇ VE KIMYA SANAYI A.S.;Normal
2563;ETOSID 50 MG/2,5 ML IV INF. ICIN KON. SOLUSYON ICEREN 1 FLAKON;L01CB01;etoposide;KOÇAK FARMA ILAÇ VE KIMYA SANAYI A.S.;Normal
2564;ETOTAC 400 MG FILM KAPLI TABLET (14 FILM KAPLI TABLET);M01AB08;etodolac;PHARMACTIVE ILAÇ SAN. VE TIC. A.S.;Normal
2565;ETOTAC SR 600 MG UZATILMIS SALIMLI FILM KAPLI TABLET (10 UZATILMIS SALIMLI FILM KAPLI TABLET);M01AB08;etodolac;PHARMACTIVE ILAÇ SAN. VE TIC. A.S.;Normal
2566;ETOTIO 400 MG/8 MG 14 FILM TABLET;M03BX55;thiocolchicoside, combinations;GENSENTA ILAÇ SANAYI VE TICARET A.S.;Normal
2567;ETREXIN JEL 30 G;D10AD54;isotretinoin, combinations;VEM ILAÇ SAN. VE TIC. ANONIM SIRKETI;Normal
2568;EUMOVATE % 0,05 50 GR KREM;D07AB01;clobetasone;GLAXOSMITHKLINE ILAÇLARI SAN. VE TIC. A.S.;Normal
2569;EUMOVATE % 0,05 50 GR MERHEM;D07AB01;clobetasone;GLAXOSMITHKLINE ILAÇLARI SAN. VE TIC. A.S.;Normal
2570;EUTHYROX 100 MCG 50 TABLET;H03AA01;levothyroxine sodium;MERCK ILAÇ ECZA VE KIMYA TIC. A.S.;Normal
2571;EUTHYROX 125 MCG 50 TABLET;H03AA01;levothyroxine sodium;MERCK ILAÇ ECZA VE KIMYA TIC. A.S.;Normal
2572;EUTHYROX 150 MCG 50 TABLET;H03AA01;levothyroxine sodium;MERCK ILAÇ ECZA VE KIMYA TIC. A.S.;Normal
2573;EUTHYROX 25 MCG 50 TABLET;H03AA01;levothyroxine sodium;MERCK ILAÇ ECZA VE KIMYA TIC. A.S.;Normal
2574;EUTHYROX 50 MCG 50 TABLET;H03AA01;levothyroxine sodium;MERCK ILAÇ ECZA VE KIMYA TIC. A.S.;Normal
2575;EUTHYROX 75 MCG 50 TABLET;H03AA01;levothyroxine sodium;MERCK ILAÇ ECZA VE KIMYA TIC. A.S.;Normal
2576;EVASIF 245 MG FILM KAPLI TABLET (30 FILM KAPLI TABLET);J05AF07;tenofovir disoproxil;SANTA FARMA ILAÇ SAN. A.S.;Normal
2577;EVENITY 105MG-1,17ML ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR ENJEKTOR (2 ADET ENJEKTOR);M05BX06;romosozumab;AMGEN ILAÇ TICARET LIMITED SIRKETI;Normal
2578;EVICAP 100 IU 30 YUMUSAK KAPSUL;A11HA03;tocopherol (vit E);KOÇAK FARMA ILAÇ VE KIMYA SANAYI A.S.;Normal
2579;EVICAP 200 IU 30 YUMUSAK KAPSUL;A11HA03;tocopherol (vit E);KOÇAK FARMA ILAÇ VE KIMYA SANAYI A.S.;Normal
2580;EVICAP FORT 400 IU 30 YUMUSAK KAPSUL;A11HA03;tocopherol (vit E);KOÇAK FARMA ILAÇ VE KIMYA SANAYI A.S.;Normal
2581;EVIGEN 2 CC 5 AMPUL;A11HA03;tocopherol (vit E);AKSU FARMA TIBBI ÜRÜNLER ILAÇ SAN. VE TIC. LTD. STI.;Normal
2582;EVIN 300 MG/2 ML I.M. ENJEKSIYON ICIN COZELTI ICEREN 5 AMPUL;A11HA03;tocopherol (vit E);FARMALAS ILAÇ SAN. VE TIC. LTD. STI.;Normal
2583;EVINOLLE 400 IU 30 YUMUSAK KAPSUL;A11HA03;tocopherol (vit E);VEFA ILAÇ SANAYI VE TICARET ANONIM SIRKETI;Normal
2584;EVOLTU 20MG/20ML INFUZYONLUK COZELTI HAZIRLAMAK ICIN KONSANTRE;L01BB06;clofarabine;ONKO ILAÇ SAN. VE TIC. A.S.;Normal
2590;EVORABIN 1 MG/1 ML INFUZYON ICIN KONSANTRE COZELTI ICEREN 1 FLAKON;L01BB06;clofarabine;KOÇAK FARMA ILAÇ VE KIMYA SANAYI A.S.;Normal
2591;"EVOSTEN 175 MG /5 ML ORAL SUSPANSIYON HAZIRLAMAK ICIN TOZ, 200 ML ";R05CB15;erdosteine;ABDI IBRAHIM ILAÇ SANAYI VE TICARET A.S;Normal
2592;"EVOSTEN 175 MG/5 ML ORAL SUSPANSIYON HAZIRLAMAK ICIN TOZ, 100 ML ";R05CB15;erdosteine;ABDI IBRAHIM ILAÇ SANAYI VE TICARET A.S;Normal
2593;EVOSTEN 300 MG SERT KAPSUL (20 KAPSUL);R05CB15;erdosteine;ABDI IBRAHIM ILAÇ SANAYI VE TICARET A.S;Normal
2594;EVRENZO 100 MG FILM KAPLI TABLET (12 ADET);B03XA05;roxadustat;ASTELLAS PHARMA ILAÇ TICARET VE SANAYI A.S;Normal
2595;EVRENZO 150 MG FILM KAPLI TABLET (12 ADET);B03XA05;roxadustat;ASTELLAS PHARMA ILAÇ TICARET VE SANAYI A.S;Normal
2596;EVRENZO 20 MG FILM KAPLI TABLET (12 ADET);B03XA05;roxadustat;ASTELLAS PHARMA ILAÇ TICARET VE SANAYI A.S;Normal
2597;EVRENZO 50 MG FILM KAPLI TABLET (12 ADET);B03XA05;roxadustat;ASTELLAS PHARMA ILAÇ TICARET VE SANAYI A.S;Normal
2598;EVRENZO 70 MG FILM KAPLI TABLET (12 ADET);B03XA05;roxadustat;ASTELLAS PHARMA ILAÇ TICARET VE SANAYI A.S;Normal
